combo_id,seed,iter,population,sigma,alpha,hidden_sizes,episodes_per_eval,iterations,temperature,topk,K,J_curr,J_best_true,SR_curr,MX_curr,wallclock_s
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,24,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-137.26666666666668,-143.26666666666668,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,25,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-150.8,-129.53333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,26,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-140.13333333333333,-131.2,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,27,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-146.4,-137.26666666666668,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,28,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-136.13333333333333,-131.33333333333334,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,29,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-138.6,-128.46666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,30,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-147.66666666666666,-131.0,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,31,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-141.86666666666667,-123.53333333333333,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,32,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-144.6,-126.0,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,33,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-130.53333333333333,-127.66666666666667,1.0,0.5,
"P=30|sigma=0.1|alpha=0.1|h=(3,)",202,34,30,0.1,0.1,"(3,)",15,100,0.1,True,5,-134.26666666666668,-130.26666666666668,1.0,0.5,
